row_index,file_name,object_id,image_path,gt_mask_path,sam_mask_path,sam_score,stability_score,generated_mask_count,iou,boundary_f1,image_gen_latency_sec,image_gen_fps,device,model_type,points_per_side,pred_iou_thresh,stability_score_thresh,crop_n_layers,crop_n_points_downscale_factor,min_mask_region_area
9714,result_2018-08-21-11-22-40.png,5,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09714_result_2018-08-21-11-22-40_obj5.png,,0.9133817553520203,0.9739057421684265,40,0.9127764127764127,0.9955290611028316,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9715,result_2018-08-21-11-22-40.png,6,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09715_result_2018-08-21-11-22-40_obj6.png,,0.9366879463195801,0.962181806564331,40,0.7952146375791695,0.9343028229255774,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9716,result_2018-08-21-11-22-40.png,7,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09716_result_2018-08-21-11-22-40_obj7.png,,0.9387027025222778,0.9483274817466736,40,0.9268916155419223,0.8661922264800188,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9717,result_2018-08-21-11-22-40.png,8,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09717_result_2018-08-21-11-22-40_obj8.png,,1.011682152748108,0.9874176383018494,40,0.9025755879059351,0.972972972972973,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9718,result_2018-08-21-11-22-40.png,9,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09718_result_2018-08-21-11-22-40_obj9.png,,0.9795110821723938,0.9824922680854797,40,0.8704965920155794,0.9346629213483146,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9719,result_2018-08-21-11-22-40.png,10,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09719_result_2018-08-21-11-22-40_obj10.png,,0.9364767670631409,0.9762985110282898,40,0.7288640595903165,0.766502051888433,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9720,result_2018-08-21-11-22-40.png,11,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09720_result_2018-08-21-11-22-40_obj11.png,,0.9389406442642212,0.9365760087966919,40,0.7461829870278958,0.575356023533293,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9721,result_2018-08-21-11-22-40.png,12,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09721_result_2018-08-21-11-22-40_obj12.png,,0.930112898349762,0.9567930698394775,40,0.5392600479105669,0.5410821643286573,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9722,result_2018-08-21-11-22-40.png,13,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09722_result_2018-08-21-11-22-40_obj13.png,,0.924964427947998,0.9720744490623474,40,0.006975199291408326,0.33299297255090393,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9723,result_2018-08-21-11-22-40.png,14,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09723_result_2018-08-21-11-22-40_obj14.png,,1.002877116203308,0.9869505763053894,40,0.8789769182782283,0.8996545953067693,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9724,result_2018-08-21-11-22-40.png,15,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09724_result_2018-08-21-11-22-40_obj15.png,,0.9486919641494751,0.972913384437561,40,0.8730650154798761,0.8682632715820924,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9725,result_2018-08-21-11-22-40.png,16,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09725_result_2018-08-21-11-22-40_obj16.png,,0.980501651763916,0.9827957153320312,40,0.8512450851900393,0.8799451177681226,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9726,result_2018-08-21-11-22-40.png,17,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09726_result_2018-08-21-11-22-40_obj17.png,,0.9166743755340576,0.9209654331207275,40,0.14866425992779783,0.023262056007873313,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9727,result_2018-08-21-11-22-40.png,18,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09727_result_2018-08-21-11-22-40_obj18.png,,1.011682152748108,0.9874176383018494,40,0.0,0.0,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9728,result_2018-08-21-11-22-40.png,19,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09728_result_2018-08-21-11-22-40_obj19.png,,0.924964427947998,0.9720744490623474,40,0.6525911708253359,0.8239700374531835,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9729,result_2018-08-21-11-22-40.png,20,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-22-40.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09729_result_2018-08-21-11-22-40_obj20.png,,0.9768019914627075,0.9724669456481934,40,0.8385864374403056,0.8949449549113873,1.3794369990000632,0.7249334335130112,cuda,vit_b,16,0.9,0.92,0,,
9730,result_2018-08-21-11-23-03.png,3,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09730_result_2018-08-21-11-23-03_obj3.png,,0.9626511335372925,0.9326473474502563,39,0.00011117781780179218,0.08791670646671124,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9731,result_2018-08-21-11-23-03.png,4,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09731_result_2018-08-21-11-23-03_obj4.png,,0.9367281794548035,0.9617433547973633,39,0.2175135135135135,0.06988660226795464,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9732,result_2018-08-21-11-23-03.png,5,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09732_result_2018-08-21-11-23-03_obj5.png,,0.9132795929908752,0.9750000238418579,39,0.9093877551020408,0.9940476190476192,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9733,result_2018-08-21-11-23-03.png,6,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09733_result_2018-08-21-11-23-03_obj6.png,,0.9366148710250854,0.9630166888237,39,0.7980225988700564,0.9151278884639993,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9734,result_2018-08-21-11-23-03.png,7,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09734_result_2018-08-21-11-23-03_obj7.png,,0.9267380833625793,0.9289398789405823,39,0.929369918699187,0.8888612153193963,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9735,result_2018-08-21-11-23-03.png,8,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09735_result_2018-08-21-11-23-03_obj8.png,,1.010999321937561,0.9832736253738403,39,0.9079169006176305,0.9874686716791979,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9736,result_2018-08-21-11-23-03.png,9,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09736_result_2018-08-21-11-23-03_obj9.png,,0.9750344157218933,0.9906542301177979,39,0.8575553416746872,0.9215425531914893,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9737,result_2018-08-21-11-23-03.png,10,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09737_result_2018-08-21-11-23-03_obj10.png,,0.9326236248016357,0.9772497415542603,39,0.725417439703154,0.7470511140235911,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9738,result_2018-08-21-11-23-03.png,11,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09738_result_2018-08-21-11-23-03_obj11.png,,0.9403795003890991,0.9421463012695312,39,0.7529848151153355,0.5607079873398503,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9739,result_2018-08-21-11-23-03.png,12,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09739_result_2018-08-21-11-23-03_obj12.png,,0.9179481863975525,0.9489504098892212,39,0.5426128773710928,0.5740600555134999,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9740,result_2018-08-21-11-23-03.png,13,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09740_result_2018-08-21-11-23-03_obj13.png,,0.9299988746643066,0.9787798523902893,39,0.008381120423467137,0.32216713024549526,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9741,result_2018-08-21-11-23-03.png,14,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09741_result_2018-08-21-11-23-03_obj14.png,,0.9712188243865967,0.9849726557731628,39,0.8747686613201727,0.8722298917387198,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9742,result_2018-08-21-11-23-03.png,15,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09742_result_2018-08-21-11-23-03_obj15.png,,0.9505429267883301,0.9785531163215637,39,0.8819661865998748,0.8971064875320195,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9743,result_2018-08-21-11-23-03.png,16,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09743_result_2018-08-21-11-23-03_obj16.png,,0.9787275195121765,0.9764117002487183,39,0.8480681074001309,0.8747860112496944,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9744,result_2018-08-21-11-23-03.png,17,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09744_result_2018-08-21-11-23-03_obj17.png,,0.9207990765571594,0.9616148471832275,39,0.10668686431508331,0.22215169787369088,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9745,result_2018-08-21-11-23-03.png,18,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09745_result_2018-08-21-11-23-03_obj18.png,,1.010999321937561,0.9832736253738403,39,0.0,0.0,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9746,result_2018-08-21-11-23-03.png,19,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09746_result_2018-08-21-11-23-03_obj19.png,,0.9299988746643066,0.9787798523902893,39,0.6512077294685991,0.8451920482144463,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9747,result_2018-08-21-11-23-03.png,20,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09747_result_2018-08-21-11-23-03_obj20.png,,0.9772884845733643,0.9714599251747131,39,0.8180112570356473,0.8358208955223881,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9748,result_2018-08-21-11-23-03.png,21,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-03.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09748_result_2018-08-21-11-23-03_obj21.png,,0.9367281794548035,0.9617433547973633,39,0.00032102728731942215,0.07039337474120083,1.3751368270004605,0.7272003631676902,cuda,vit_b,16,0.9,0.92,0,,
9749,result_2018-08-21-11-23-45.png,3,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09749_result_2018-08-21-11-23-45_obj3.png,,0.9850936532020569,0.9382888674736023,40,0.0001031113860748073,0.03511424784332086,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9750,result_2018-08-21-11-23-45.png,4,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09750_result_2018-08-21-11-23-45_obj4.png,,0.9059951305389404,0.9588114023208618,40,0.3259196795615052,0.29695619896065334,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9751,result_2018-08-21-11-23-45.png,5,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09751_result_2018-08-21-11-23-45_obj5.png,,0.9127235412597656,0.970389187335968,40,0.9146141215106732,0.9925925925925926,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9752,result_2018-08-21-11-23-45.png,6,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09752_result_2018-08-21-11-23-45_obj6.png,,0.9343158006668091,0.9630434513092041,40,0.7948360083740404,0.9099227569815804,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9753,result_2018-08-21-11-23-45.png,7,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09753_result_2018-08-21-11-23-45_obj7.png,,0.9420087933540344,0.9356245398521423,40,0.9224148841918745,0.8386961226140577,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9754,result_2018-08-21-11-23-45.png,8,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09754_result_2018-08-21-11-23-45_obj8.png,,1.0059552192687988,0.9837934970855713,40,0.9132653061224489,0.9850746268656716,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9755,result_2018-08-21-11-23-45.png,9,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09755_result_2018-08-21-11-23-45_obj9.png,,0.9774883389472961,0.9916666746139526,40,0.8608949416342413,0.930931613489786,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9756,result_2018-08-21-11-23-45.png,10,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09756_result_2018-08-21-11-23-45_obj10.png,,0.9356593489646912,0.9807692170143127,40,0.7204579025110783,0.7443346547541565,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9757,result_2018-08-21-11-23-45.png,11,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09757_result_2018-08-21-11-23-45_obj11.png,,0.9314696788787842,0.935239851474762,40,0.7502972651605232,0.5858694030178279,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9758,result_2018-08-21-11-23-45.png,12,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09758_result_2018-08-21-11-23-45_obj12.png,,0.9486798048019409,0.9688385128974915,40,0.5436842105263158,0.5520799619228939,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9759,result_2018-08-21-11-23-45.png,13,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09759_result_2018-08-21-11-23-45_obj13.png,,0.933255672454834,0.9828042387962341,40,0.0087321764120703,0.31807195635660523,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9760,result_2018-08-21-11-23-45.png,14,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09760_result_2018-08-21-11-23-45_obj14.png,,0.9602640867233276,0.9736263751983643,40,0.8500651890482399,0.8532569792412313,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9761,result_2018-08-21-11-23-45.png,15,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09761_result_2018-08-21-11-23-45_obj15.png,,0.9510257244110107,0.923866868019104,40,0.8504427681206953,0.9355316418205154,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9762,result_2018-08-21-11-23-45.png,16,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09762_result_2018-08-21-11-23-45_obj16.png,,0.9877752065658569,0.9819884896278381,40,0.84,0.8729822009414712,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9763,result_2018-08-21-11-23-45.png,17,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09763_result_2018-08-21-11-23-45_obj17.png,,0.9234355688095093,0.9538061022758484,40,0.11631349330009348,0.24265547500953838,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9764,result_2018-08-21-11-23-45.png,18,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09764_result_2018-08-21-11-23-45_obj18.png,,1.0059552192687988,0.9837934970855713,40,0.0,0.0,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9765,result_2018-08-21-11-23-45.png,19,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09765_result_2018-08-21-11-23-45_obj19.png,,0.933255672454834,0.9828042387962341,40,0.638623326959847,0.8354552585530682,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9766,result_2018-08-21-11-23-45.png,20,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09766_result_2018-08-21-11-23-45_obj20.png,,0.9764615297317505,0.9800221920013428,40,0.8211610486891385,0.8351358976770431,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9767,result_2018-08-21-11-23-45.png,21,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09767_result_2018-08-21-11-23-45_obj21.png,,1.0059552192687988,0.9837934970855713,40,0.0,0.0,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9768,result_2018-08-21-11-23-45.png,22,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq01/rgb/result_2018-08-21-11-23-45.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09768_result_2018-08-21-11-23-45_obj22.png,,0.9653408527374268,0.9761092066764832,40,0.40296296296296297,0.5271943995691977,1.3780349409998962,0.7256710045932538,cuda,vit_b,16,0.9,0.92,0,,
9769,result_2018-08-21-11-30-15.png,3,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq02/rgb/result_2018-08-21-11-30-15.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09769_result_2018-08-21-11-30-15_obj3.png,,0.9882192611694336,0.9753759503364563,21,0.9584918063577029,0.8672105854429394,1.4851774430007936,0.6733202182087448,cuda,vit_b,16,0.9,0.92,0,,
9770,result_2018-08-21-11-31-18.png,3,/mnt/cogar/datasets/OCID-dataset/ARID20/table/bottom/seq02/rgb/result_2018-08-21-11-31-18.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/09770_result_2018-08-21-11-31-18_obj3.png,,0.9880146384239197,0.9795647859573364,22,0.9565075212557227,0.8741781066598622,1.4536399819999133,0.6879282438449466,cuda,vit_b,16,0.9,0.92,0,,
