dataset,model,model_family,prompt_mode,device,status,sample_images,warmup_units,timed_units,fps,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_min_ms,latency_max_ms,output_count_mean,elapsed_wall_s,metrics_file,error
blenderproc_cogar_sim,mask_rcnn,baseline,inference,cpu,ok,3,1,3,0.5112331035348305,1956.0548663333368,1942.289399999936,1982.5071329998536,1938.8994290002302,1986.9757699998445,1.0,8.439585740000439,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/mask_rcnn/inference_speed.json,
blenderproc_cogar_sim,deeplabv3plus,baseline,inference,cpu,ok,3,1,3,1.937772328830377,516.056497000136,514.5735189998959,521.9978071003425,510.77324400012003,522.8227280003921,1.0,2.501361215000543,outputs/task7_inference_speed/cpu/blenderproc_cogar_sim/deeplabv3plus/inference_speed.json,
ocid,sam_vit_h,zero_shot,point,cpu,ok,3,1,3,0.02496874900014348,40050.06418200022,40063.253395000174,40064.08679050037,40022.75976100009,40064.17939000039,3.0,168.6178486939998,outputs/task7_inference_speed/cpu/ocid/sam_vit_h/point_speed.json,
ocid,sam_vit_h,zero_shot,box,cpu,ok,3,1,3,0.02504423805193561,39929.34414400012,39952.34509900001,39952.76748879987,39882.872912000494,39952.81442099986,3.0,164.6697027580003,outputs/task7_inference_speed/cpu/ocid/sam_vit_h/box_speed.json,
ocid,sam_vit_h,zero_shot,automatic,cpu,ok,1,1,1,0.005854234108228305,170816.53748600002,170816.53748600002,170816.53748600002,170816.53748600002,170816.53748600002,101.0,346.1985786810001,outputs/task7_inference_speed/cpu/ocid/sam_vit_h/automatic_speed.json,
ocid,sam_vit_b,zero_shot,point,cpu,ok,3,1,3,0.11969366092294265,8354.661327000334,8365.26748200049,8384.268975000032,8312.33624700053,8386.38025199998,3.0,34.213534294000056,outputs/task7_inference_speed/cpu/ocid/sam_vit_b/point_speed.json,
ocid,sam_vit_b,zero_shot,box,cpu,ok,3,1,3,0.11963511115473761,8358.750122333126,8362.530036999487,8365.593455199814,8347.786495000037,8365.93383499985,3.0,34.131201365999914,outputs/task7_inference_speed/cpu/ocid/sam_vit_b/box_speed.json,
ocid,sam_vit_b,zero_shot,automatic,cpu,ok,1,1,1,0.009429615212961165,106048.86598399935,106048.86598399935,106048.86598399935,106048.86598399935,106048.86598399935,61.0,212.84221348999927,outputs/task7_inference_speed/cpu/ocid/sam_vit_b/automatic_speed.json,
ocid,sam2_hiera_large,zero_shot,point,cpu,ok,3,1,3,0.08693353198769219,11503.041198666324,11500.165751000168,11509.314714499487,11498.626578999392,11510.331265999412,3.0,48.82513462699899,outputs/task7_inference_speed/cpu/ocid/sam2_hiera_large/point_speed.json,
ocid,sam2_hiera_large,zero_shot,box,cpu,ok,3,1,3,0.0869315915754116,11503.297959666574,11497.682430999703,11524.684434399569,11484.526791000462,11527.684656999554,3.0,48.0465534140003,outputs/task7_inference_speed/cpu/ocid/sam2_hiera_large/box_speed.json,
ocid,sam2_hiera_large,zero_shot,automatic,cpu,ok,1,1,1,0.009452152395963618,105796.00900500009,105796.00900500009,105796.00900500009,105796.00900500009,105796.00900500009,31.0,213.890554616999,outputs/task7_inference_speed/cpu/ocid/sam2_hiera_large/automatic_speed.json,
ocid,fastsam_x,zero_shot,point,cpu,ok,3,1,3,0.2552186316537025,3918.2092369998522,3920.0886550006544,3926.2121334995754,3907.646535999447,3926.8925199994555,1.0,19.935750069998903,outputs/task7_inference_speed/cpu/ocid/fastsam_x/point_speed.json,
ocid,fastsam_x,zero_shot,box,cpu,ok,3,1,3,0.25664449232873277,3896.4405233333914,3894.5089480002935,3907.6960962993326,3885.6512870006554,3909.161334999226,1.0,16.703959788999782,outputs/task7_inference_speed/cpu/ocid/fastsam_x/box_speed.json,
ocid,fastsam_x,zero_shot,automatic,cpu,ok,1,1,1,0.2549974120605216,3921.608427001047,3921.608427001047,3921.608427001047,3921.608427001047,3921.608427001047,23.0,8.933682368000518,outputs/task7_inference_speed/cpu/ocid/fastsam_x/automatic_speed.json,
ocid,yolo8_seg,baseline,inference,cpu,ok,3,1,3,1.4280548270173272,700.2532263334919,715.6704379995062,717.8641286003767,666.9813690004958,718.1078720004734,1.0,3.2503404269991734,outputs/task7_inference_speed/cpu/ocid/yolo8_seg/inference_speed.json,
ocid,mask_rcnn,baseline,inference,cpu,ok,3,1,3,0.5505343983174028,1816.416927000925,1810.5395230013528,1842.2869105006612,1792.8968600008375,1845.8143980005843,1.0,9.58855906899953,outputs/task7_inference_speed/cpu/ocid/mask_rcnn/inference_speed.json,
ocid,deeplabv3plus,baseline,inference,cpu,ok,3,1,3,1.9533698223504312,511.9358293335002,511.6365150006459,516.7709717990874,506.82950600094046,517.3414669989143,1.0,3.4973622819998127,outputs/task7_inference_speed/cpu/ocid/deeplabv3plus/inference_speed.json,
