model,prompt_type,split,image_path,instance_id,category,challenge,iou,boundary_f1,predicted_iou,elapsed_s,fps,device
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000007.png,77,tool,partial_occlusion;reflective_metal,0.8841607565011821,1.0,0.9381218552589417,0.06336715299948992,15.781046688464127,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000007.png,78,plastic_object,partial_occlusion,0.9646539027982327,1.0,0.9736842513084412,0.06202844199833635,16.12163658772569,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000007.png,79,plastic_object,partial_occlusion,0.9749582637729549,1.0,0.9380820393562317,0.062107654999636,16.101074819293384,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000007.png,80,connector,partial_occlusion;small_parts,0.9698275862068966,1.0,0.9537197351455688,0.0621955450023961,16.078322007813817,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000007.png,81,robot_gripper,partial_occlusion,0.8770560783413663,0.7219732925495946,0.57525235414505,0.061955126000611926,16.14071449051888,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000007.png,82,robot_gripper,partial_occlusion,0.7348703170028819,0.4129475416667643,0.3791084289550781,0.06204578400320315,16.117130536192022,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000007.png,83,robot_gripper,partial_occlusion,0.29938708156529936,0.4545898914849937,0.2140645831823349,0.061982370001715026,16.133619930511376,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,86,cable,small_parts;partial_occlusion,0.39749328558639213,0.6062534449065491,0.865169107913971,0.046713950666647484,21.406881364756273,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,87,screw,small_parts;partial_occlusion,0.8821656050955414,1.0,0.9271721839904785,0.04683365266949598,21.35216757610125,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,88,screw,small_parts;partial_occlusion,0.8937093275488069,1.0,0.9106273651123047,0.04719133466399702,21.190330960546344,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,89,tool,small_parts;reflective_metal;partial_occlusion,0.9718811881188119,1.0,0.9054092168807983,0.04710052266576289,21.231186904150736,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,90,connector,small_parts;partial_occlusion,0.9783420463032113,1.0,0.9382902979850769,0.04700692666786684,21.273460549029757,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,91,plastic_object,small_parts;partial_occlusion,0.9571774845138702,0.9521243578060409,0.9796939492225647,0.047072994662206234,21.243602774286117,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,92,box,small_parts;partial_occlusion,0.9594804461386418,0.9903103447876238,0.8159931898117065,0.04732383266067094,21.131001945052994,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,93,tool,small_parts;reflective_metal;partial_occlusion,0.921189376443418,0.874061021979041,0.9432580471038818,0.04703503266622041,21.26074849562461,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,94,box,small_parts;partial_occlusion,0.9877926181243717,1.0,0.9775689244270325,0.0470764926734167,21.242024271801434,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,95,robot_gripper,small_parts;partial_occlusion,0.8964171946025269,0.6543301258327164,0.8379576206207275,0.04677039867359175,21.381045027624193,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,96,robot_gripper,small_parts;partial_occlusion,0.5750068813652629,0.7034482758620689,0.9295821785926819,0.046794809664182445,21.36989138702315,cuda
SAM2.1-Tiny,point,train,data/cogar_sim_500_final/rgb/000008.png,97,robot_gripper,small_parts;partial_occlusion,0.9281006590772918,0.9171160375474335,0.9509983658790588,0.04663972566898641,21.44094944076742,cuda
